ID,Nombre,Código,Nemotécnico,Número,Propietario,Tiene SCADA,Tiene Equipos Com,Tiene Pararrayos
875,S/E CHUMPULLO,SE001,SE001L0080,1,CARTULINAS CMPC SPA,No,No,No
876,S/E PROCART,SE006,SE006L0080,6,CARTULINAS CMPC SPA,No,Sí,Sí
877,S/E CEMENTO MELON,SE001,SE001L0026,1,MELON S.A.,No,No,No
878,S/E PRINCIPAL PLANTA POLPAICO,SE002,SE002L0025,2,CEMENTO POLPAICO S.A.,No,Sí,Sí
879,S/E CEMENTOS BIO BIO,SE001,SE001L0024,1,CEMENTOS BÍO BÍO DEL SUR S.A.,No,Sí,Sí
881,S/E LOS COLORADOS,SE001,SE001L0018,1,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,Sí,Sí
882,S/E PELLETS,SE002,SE002L0018,2,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,Sí,Sí
883,S/E MAGNETITA,SE003,SE003L0018,3,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,Sí,Sí
884,S/E ALGARROBO,SE004,SE004L0018,4,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,Sí,Sí
886,S/E ROMERAL (CMP),SE006,SE006L0018,6,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,Sí,No
887,S/E CELULOSA SANTA FE,SE002,SE002A0021,2,CMPC PULP SPA.,Sí,Sí,Sí
888,S/E CELULOSA LAJA,SE005,SE005A0021,5,CMPC PULP SPA.,Sí,Sí,Sí
889,S/E CELULOSA PACIFICO,SE008,SE008A0021,8,CMPC PULP SPA.,Sí,Sí,Sí
890,S/E PLANTA RIO VERGARA,SE007,SE007L0078,7,PAPELES RÍO VERGARA S.A.,No,Sí,Sí
891,S/E PUENTE ALTO (CMPC),SE004,SE004L0079,4,PAPELES CORDILLERA SPA,No,No,Sí
892,S/E MOVIL N°1,SE012,SE012L0077,12,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
896,S/E KM 21,SE016,SE016L0077,16,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
897,S/E SALADILLO,SE001,SE001L0077,1,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
898,S/E SAG,SE002,SE002L0077,2,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
899,S/E MINA,SE003,SE003L0077,3,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
900,S/E MOLINOS,SE004,SE004L0077,4,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
901,S/E SPPC,SE005,SE005L0077,5,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
902,S/E CORDILLERA (ANDINA),SE006,SE006L0077,6,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
903,S/E DON LUIS NIVEL 8,SE007,SE007L0077,7,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
904,S/E MOLINO DE BOLAS,SE008,SE008L0077,8,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
905,S/E EM N°1,SE009,SE009L0077,9,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
906,S/E EM N°2,SE010,SE010L0077,10,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
907,S/E REFUGIO KM 21,SE011,SE011L0077,11,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
908,S/E EL SALVADOR,SE001,SE001L0075,1,CODELCO CHILE - DIVISIÓN EL SALVADOR,No,No,No
909,S/E POTRERILLOS,SE002,SE002L0075,2,CODELCO CHILE - DIVISIÓN EL SALVADOR,No,No,No
910,TAP OFF LLANTA,SE003,SE003L0075,3,CODELCO CHILE - DIVISIÓN EL SALVADOR,No,No,No
912,S/E COLON,SE005,SE005L0020,5,CODELCO CHILE - DIVISIÓN EL TENIENTE,No,No,No
913,S/E CORDILLERA (EL TENIENTE),SE003,SE003L0020,3,CODELCO CHILE - DIVISIÓN EL TENIENTE,No,No,No
914,S/E EL COBRE (CODELCO),SE004,SE004L0020,4,CODELCO CHILE - DIVISIÓN EL TENIENTE,No,No,No
915,S/E CODELCO VENTANAS 1,SE001,SE001L0076,1,CODELCO CHILE - DIVISIÓN VENTANAS,No,No,No
917,S/E CRISTALERIAS,SE001,SE001L0062,1,CRISTALERÍAS DE CHILE S.A.,No,No,No
918,S/E RUNGUE (FFCC),SE002,SE002L0011,2,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
919,S/E LO ESPEJO (FFCC),SE003,SE003L0011,3,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
921,S/E LOS ANDES (FFCC),SE011,SE011T0057,11,CHILQUINTA TRANSMISIÓN S.A.,No,No,Sí
922,S/E SAN PEDRO (FFCC),SE006,SE006L0011,6,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
923,S/E LOS GUINDOS (FFCC),SE007,SE007L0011,7,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
924,S/E HOSPITAL (FFCC),SE008,SE008L0011,8,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
925,S/E GRANEROS (FFCC),SE009,SE009L0011,9,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
926,S/E LOS LIRIOS (FFCC),SE010,SE010L0011,10,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
927,S/E RENGO (FFCC),SE011,SE011L0011,11,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
928,S/E SAN FERNANDO (FFCC),SE012,SE012L0011,12,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
929,S/E QUINTA (FFCC),SE013,SE013L0011,13,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
930,S/E CURICO (FFCC),SE014,SE014L0011,14,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
931,S/E ITAHUE (FFCC),SE015,SE015L0011,15,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
932,S/E PANGUILEMO (FFCC),SE016,SE016L0011,16,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
933,S/E VILLA ALEGRE (FFCC),SE017,SE017L0011,17,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
934,S/E LONGAVI (FFCC),SE018,SE018L0011,18,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
935,S/E NIQUEN (FFCC),SE019,SE019L0011,19,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
936,S/E COCHARCAS (FFCC),SE020,SE020L0011,20,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
937,S/E BULNES (FFCC),SE021,SE021L0011,21,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
939,S/E LAJA (FFCC),SE023,SE023L0011,23,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
940,S/E RENAICO (FFCC),SE024,SE024L0011,24,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
942,S/E VICTORIA (FFCC),SE026,SE026L0011,26,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
943,S/E CONCEPCION (FFCC),SE027,SE027L0011,27,EMPRESA DE LOS FERROCARRILES DEL ESTADO,No,No,No
946,S/E EKA CHILE,SE001,SE001L0015,1,EKA CHILE S.A.,Sí,Sí,Sí
948,S/E FUNDICION PAIPOTE,SE001,SE001L0030,1,"EMPRESA NACIONAL DE MINERÍA, FUNDICIÓN HERNÁN VIDELA LIRA",No,No,Sí
949,S/E MAUCO,SE001,SE001L0002,1,ENAP REFINERIAS S.A. - ACONCAGUA,No,No,No
950,S/E ERBB,SE001,SE001L0034,1,ENAP REFINERÍAS S.A.,No,No,Sí
951,S/E ERBB-2,SE002,SE002L0034,2,ENAP REFINERÍAS S.A.,No,No,No
952,S/E PAJONALES,SE001,SE001L0013,1,EUROPEAN SOUTHERN OBSERVATORY,No,No,Sí
954,S/E R,SE002,SE002L0064,2,FUNDICIÓN TALLERES LTDA.,No,No,No
955,S/E R2,SE003,SE003L0064,3,FUNDICIÓN TALLERES LTDA.,No,No,No
956,S/E GNL QUINTERO,SE001,SE001L0067,1,GNL QUINTERO S.A.,Sí,Sí,Sí
958,S/E GRANEROS INDURA,SE001,SE001L0004,1,INDURA S.A.,No,No,Sí
959,S/E LIRQUEN INDURA,SE002,SE002L0004,2,INDURA S.A.,No,No,Sí
960,S/E MAPAL,SE002,SE002G0018,2,SAGESA S.A.,No,Sí,Sí
962,S/E FIBRANOVA,SE003,SE003L0044,3,MASISA S.A.,No,No,Sí
963,S/E METRO,SE001,SE001L0014,1,EMPRESA DE TRANSPORTE DE PASAJEROS METRO S.A.,No,No,No
964,S/E MINERA FRANKE,SE001,SE001L0073,1,SOCIEDAD CONTRACTUAL MINERA FRANKE,Sí,No,No
965,S/E MINERA LA CANDELARIA,SE001,SE001L0057,1,COMPAÑÍA CONTRACTUAL MINERA CANDELARIA,No,Sí,Sí
966,S/E LAS LUCES,SE001,SE001L0070,1,MINERA LAS CENIZAS S.A.,Sí,Sí,Sí
967,S/E PLANTA OXIDO,SE002,SE002L0070,2,MINERA LAS CENIZAS S.A.,Sí,Sí,Sí
968,S/E CABILDO (DREIM),SE003,SE003L0070,3,MINERA LAS CENIZAS S.A.,No,No,No
969,S/E LA COIPA,SE001,SE001L0053,1,CIA. MINERA MANTOS DE ORO,No,No,No
972,S/E MINERA MARICUNGA,SE001,SE001L0050,1,COMPAÑÍA MINERA MARICUNGA,No,No,Sí
973,S/E MINERA OJOS DEL SALADO,SE001,SE001L0052,1,COMPAÑÍA CONTRACTUAL MINERA OJOS DEL SALADO,No,No,No
974,S/E LOS PIUQUENES,SE001,SE001L0051,1,MINERA LOS PELAMBRES,Sí,Sí,Sí
975,S/E MAURO,SE002,SE002L0051,2,MINERA LOS PELAMBRES,Sí,Sí,Sí
977,S/E MINERA TECK CDA 110 KV,SE001,SE001L0059,1,COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO,No,Sí,Sí
978,S/E MINERA TECK CDA 220 KV,SE003,SE003L0059,3,COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO,No,No,No
979,S/E MINERA VALLE CENTRAL,SE001,SE001L0049,1,MINERA VALLE CENTRAL S.A.,No,No,Sí
980,S/E OXY,SE001,SE001L0043,1,OCCIDENTAL CHEMICAL CHILE LTDA.,No,No,Sí
982,S/E PAPELERA BIO BIO,SE001,SE001L0666,1,PAPELERA DOS S.A.,No,No,No
984,S/E PETROQUIM,SE001,SE001L0035,1,PETROQUIM S.A.,No,No,Sí
993,S/E FPC,SE066,SE066L0081,66,FORESTAL Y PAPELERA CONCEPCIÓN S.A.,No,No,No
995,S/E TAP OFF PUNTA PEUCO,SE003,SE003T0048,3,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,Sí,Sí,Sí
997,TAP OFF PORTO VIENTO,SE218,SE218T0058,218,CGE TRANSMISIÓN S.A.,No,No,No
998,TAP OFF POLPAICO,SE095,SE095T0058,95,CGE TRANSMISIÓN S.A.,No,No,No
999,TAP OFF GRANEROS,SE097,SE097T0058,97,CGE TRANSMISIÓN S.A.,No,No,No
1000,TAP OFF HOSPITAL,SE098,SE098T0058,98,CGE TRANSMISIÓN S.A.,No,No,No
1001,TAP OFF LA PALOMA,SE099,SE099T0058,99,CGE TRANSMISIÓN S.A.,No,No,No
1002,TAP OFF LOMA COLORADA,SE101,SE101T0058,101,CGE TRANSMISIÓN S.A.,No,No,No
1004,TAP OFF NIQUEN,SE104,SE104T0058,104,CGE TRANSMISIÓN S.A.,No,No,No
1005,TAP OFF VICTORIA FFCC,SE105,SE105T0058,105,CGE TRANSMISIÓN S.A.,No,No,No
1006,TAP OFF QUINTA,SE106,SE106T0058,106,CGE TRANSMISIÓN S.A.,Sí,Sí,No
1007,TAP OFF RENGO,SE107,SE107T0058,107,CGE TRANSMISIÓN S.A.,No,No,No
1010,TAP OFF TRES ESQUINAS,SE113,SE113T0058,113,CGE TRANSMISIÓN S.A.,No,No,No
1011,TAP OFF METRENCO,SE114,SE114T0058,114,CGE TRANSMISIÓN S.A.,No,No,No
1013,TAP OFF LONGAVI,SE122,SE122T0058,122,CGE TRANSMISIÓN S.A.,No,No,No
1014,TAP OFF RENAICO,SE123,SE123T0058,123,CGE TRANSMISIÓN S.A.,No,No,No
1016,TAP OFF LAUTARO FFCC,SE125,SE125T0058,125,CGE TRANSMISIÓN S.A.,No,No,No
1017,TAP OFF LOS LIRIOS,SE138,SE138T0058,138,CGE TRANSMISIÓN S.A.,No,No,No
1021,TAP OFF CERRO CHEPE,SE143,SE143T0058,143,CGE TRANSMISIÓN S.A.,No,No,No
1023,TAP OFF SAN GREGORIO,SE153,SE153T0058,153,CGE TRANSMISIÓN S.A.,No,No,No
1033,TAP OFF PUNTA DE CORTES,SE042,SE042T0002,42,TRANSELEC S.A.,Sí,Sí,No
1035,TAP OFF TILCOCO,SE044,SE044T0002,44,TRANSELEC S.A.,No,No,No
1044,TAP OFF EL EDEN,SE163,SE163T0058,163,CGE TRANSMISIÓN S.A.,No,No,Sí
1045,TAP OFF ALTO MELIPILLA (CGE),SE199,SE199T0058,199,CGE TRANSMISIÓN S.A.,No,Sí,Sí
1050,TAP OFF NIHUE,SE194,SE194T0058,194,CGE TRANSMISIÓN S.A.,No,No,Sí
1052,S/E TAP OFF LA LAJA,SE009,SE009G0010,9,AES ANDES S.A.,Sí,No,Sí
1056,S/E EL LLANO,SE030,SE030T0061,30,ALFA TRANSMISORA DE ENERGÍA S.A.,No,Sí,Sí
1058,TAP OFF CENTRAL ESCUADRON,SE002,SE002G0032,2,ELÉCTRICA NUEVA ENERGÍA S.A.,No,No,No
1059,TAP OFF MINERA VALLE CENTRAL,SE003,SE003L0049,3,MINERA VALLE CENTRAL S.A.,No,No,No
1098,S/E TAP OFF ACHUPALLAS,SE026,SE026T0057,26,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
1102,S/E TAP OFF PACHACAMA (CTNG),SE004,SE004T0048,4,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,No,No,No
1106,S/E TAP OFF QUINTAY,SE034,SE034T0057,34,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
1114,S/E TAP OFF EL MANZANO (LITORAL),SE004,SE004T0060,4,LITORAL TRANSMISIÓN S.A.,No,No,No
1118,S/E SANTA FILOMENA,SE014,SE014L0022,14,ANGLO AMERICAN LOS BRONCES,Sí,Sí,Sí
1121,TAP OFF PUNTA TORO,SE005,SE005L0018,5,COMPAÑÍA MINERA DEL PACÍFICO S.A.,No,Sí,No
1122,S/E CODELCO VENTANAS 2,SE002,SE002L0076,2,CODELCO CHILE - DIVISIÓN VENTANAS,No,No,No
1125,TAP OFF MAESTRANZA,SE001,SE001L0064,1,FUNDICIÓN TALLERES LTDA.,No,No,No
1127,S/E SEAT EL SOL,SE001,SE001L0068,1,EFE VALPARAÍSO S.A.,Sí,Sí,Sí
1128,S/E SER EL SALTO,SE002,SE002L0068,2,EFE VALPARAÍSO S.A.,Sí,Sí,Sí
1129,S/E SER VILLA ALEMANA,SE003,SE003L0068,3,EFE VALPARAÍSO S.A.,Sí,Sí,Sí
1130,S/E SER PORTALES,SE004,SE004L0068,4,EFE VALPARAÍSO S.A.,Sí,Sí,Sí
1131,TAP OFF MAURO,SE001,SE001T0025,1,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,Sí,Sí,Sí
1552,TAP OFF CODELCO VENTANAS,SE003,SE003L0076,3,CODELCO CHILE - DIVISIÓN VENTANAS,No,No,No
1563,S/E PUNTA PEUCO (CEMENTO POLPAICO),SE001,SE001L0025,1,CEMENTO POLPAICO S.A.,No,No,No
1595,S/E PUENTE ALTO (CMPC)(EL RACO),SE002,SE002G0028,2,EMPRESA ELÉCTRICA INDUSTRIAL S.A.,No,No,No
1606,S/E BICENTENARIO,SE087,SE087T0835,87,SOCIEDAD TRANSMISORA METROPOLITANA S.A.,Sí,Sí,Sí
1613,S/E NIRIVILO,SE211,SE211T0058,211,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
1615,S/E SF ENERGIA,SE001,SE001G0088,1,BIOENERGÍAS FORESTALES SPA,Sí,Sí,Sí
1616,S/E PLANTA VIÑALES,SE004,SE004L0003,4,MADERAS ARAUCO S.A.,No,Sí,Sí
1620,S/E MARIQUINA,SE035,SE035T0003,35,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
1621,S/E ANTILLANCA,SE034,SE034T0003,34,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
1622,S/E RIO BONITO,SE033,SE033T0003,33,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
1625,S/E LA LAJA ENERGIA COYANCO,SE002,SE002G0065,2,ENERGÍA COYANCO S.A.,Sí,No,Sí
1630,S/E CERRO NEGRO,SE002,SE002L0072,2,COMPAÑÍA MINERA CERRO NEGRO S.A.,No,No,No
1631,S/E CANETE,SE062,SE062T0003,62,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,No,Sí
1632,S/E LOS SAUCES,SE063,SE063T0003,63,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,No,Sí
1634,S/E MARISCAL,SE247,SE247T0058,247,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
1636,S/E PAPELERA TALAGANTE,SE249,SE249T0058,249,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
1638,S/E CENTRAL PROVIDENCIA,SE002,SE002G0071,2,HIDROELÉCTRICA RÍO LIRCAY S.A.,Sí,Sí,Sí
1640,S/E YERBAS BUENAS,SE032,SE032T0057,32,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
1642,S/E RAPEL,SE094,SE094T0002,94,TRANSELEC S.A.,No,No,No
1646,S/E ANTUCO (TRANSELEC),SE098,SE098T0002,98,TRANSELEC S.A.,Sí,Sí,Sí
1649,S/E CASERONES,SE001,SE001L0100,1,COMPAÑÍA SCM MINERA LUMINA COPPER CHILE,Sí,Sí,Sí
1650,S/E JORQUERA,SE002,SE002L0100,2,COMPAÑÍA SCM MINERA LUMINA COPPER CHILE,Sí,Sí,Sí
1651,S/E CERRO NEGRO NORTE,SE007,SE007L0203,7,TECNOCAP S.A.,Sí,Sí,Sí
1652,S/E TOTORALILLO (CAP CMP),SE008,SE008L0203,8,TECNOCAP S.A.,Sí,Sí,Sí
1653,S/E CENTRAL SDGX01,SE003,SE003G1034,3,FLORIDA ENERGÍA SPA,No,No,No
1654,S/E CENTRAL SANTA MARTA,SE001,SE001G0111,1,CONSORCIO SANTA MARTA S.A.,No,No,No
1655,TAP OFF SANTA MARTA,SE002,SE002G0111,2,CONSORCIO SANTA MARTA S.A.,Sí,Sí,No
1656,S/E MONTERRICO,SE251,SE251T0058,251,CGE TRANSMISIÓN S.A.,No,No,No
1658,TAP OFF EL NEVADO,SE253,SE253T0058,253,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
1659,S/E CENTRAL RIO HUASCO,SE001,SE001G0117,1,HIDROELÉCTRICA RÍO HUASCO S.A.,No,No,No
1660,S/E CENTRAL CHACAYES,SE002,SE002G0101,2,PACIFIC HYDRO CHACAYES S.A.,No,No,No
1662,S/E MULCHEN,SE015,SE015T0061,15,ALFA TRANSMISORA DE ENERGÍA S.A.,No,No,No
1663,S/E PILAUCO,SE036,SE036T0003,36,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
1664,S/E RAHUE,SE100,SE100T0002,100,TRANSELEC S.A.,Sí,Sí,Sí
1667,S/E CENTRAL SAN ANDRES (HSA),SE001,SE001G0118,1,HIDROELÉCTRICA SAN ANDRÉS SPA,No,No,No
1668,S/E SECCIONADORA LLANO DE LLAMPOS,SE001,SE001G0119,1,AMANECER SOLAR SPA,No,No,No
1669,S/E CENTRAL LLANO DE LLAMPOS,SE002,SE002G0119,2,AMANECER SOLAR SPA,No,No,No
1671,S/E CENTRAL SAN ANDRES (SAN ANDRES SPA),SE002,SE002G0120,2,SAN ANDRÉS SPA,No,No,No
1673,S/E CENTRAL TALINAY ORIENTE,SE001,SE001G0104,1,PARQUE TALINAY ORIENTE S.A.,Sí,Sí,Sí
1675,TAP OFF TALINAY,SE002,SE002G0104,2,PARQUE TALINAY ORIENTE S.A.,Sí,Sí,Sí
1676,S/E PICOLTUE,SE064,SE064T0003,64,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
1679,S/E CANAL MELADO,SE007,SE007T0002,7,TRANSELEC S.A.,No,Sí,Sí
1680,S/E CENTRAL LOS HIERROS,SE002,SE002G0112,2,EMPRESA ELÉCTRICAS AGUAS DEL MELADO SPA,Sí,Sí,Sí
1681,S/E CENTRAL CUEL,SE001,SE001G0122,1,AELA EÓLICA NEGRETE SPA,Sí,Sí,Sí
1686,S/E TRAVESIA,SE002,SE002L0057,2,COMPAÑÍA CONTRACTUAL MINERA CANDELARIA,Sí,Sí,Sí
1687,S/E PUNTA PADRONES,SE003,SE003L0057,3,COMPAÑÍA CONTRACTUAL MINERA CANDELARIA,Sí,Sí,Sí
1689,S/E CENTRAL LAJA 1,SE003,SE003G0050,3,EÓLICA MONTE REDONDO SPA,Sí,Sí,Sí
1692,S/E BOSQUEMAR,SE057,SE057T0057,57,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
1693,S/E PLANTA MDP TENO,SE003,SE003L0003,3,MADERAS ARAUCO S.A.,No,Sí,Sí
1697,S/E DON GOYO,SE001,SE001T0038,1,SONNEDIX DON GOYO TRANSMISIÓN S.A.,No,No,No
1698,S/E CENTRAL EL ARRAYAN,SE002,SE002G0130,2,PARQUE EÓLICO EL ARRAYÁN SPA,No,No,No
1699,S/E PLANTA DESALADORA Y BOMBEO N°1,SE003,SE003L0104,3,MANTOVERDE S.A.,No,No,No
1700,S/E CENTRAL LA CEBADA,SE064,SE064T0050,64,COMPAÑÍA TRANSMISORA LA CEBADA S.A.,Sí,Sí,Sí
1701,S/E BOMBEO 2,SE004,SE004L0104,4,MANTOVERDE S.A.,Sí,Sí,Sí
1702,S/E CENTRAL ANGOSTURA,SE018,SE018G0004,18,COLBÚN S.A.,No,No,No
1703,S/E CENTRAL SAN PEDRO DALCAHUE,SE001,SE001G0136,1,ALBA SPA,Sí,Sí,Sí
1704,S/E EB2,SE009,SE009L0149,9,CLEANAIRTECH SUDAMÉRICA S.A.,Sí,Sí,Sí
1706,S/E CEMENTOS BIO BIO CENTRO,SE002,SE002D0001,2,CBB CALES S.A.,No,No,No
1707,S/E CENTRAL SAUZALITO,SE024,SE024G0021,24,ENEL GENERACIÓN CHILE S.A.,No,No,No
1708,S/E RUCATAYO,SE001,SE001T0017,1,TRANSRUCATAYO S.A.,Sí,Sí,Sí
1709,S/E PICHIRRAHUE,SE002,SE002T0017,2,TRANSRUCATAYO S.A.,Sí,Sí,Sí
1711,S/E CENTRAL UCUQUER,SE109,SE109T0058,109,CGE TRANSMISIÓN S.A.,No,No,No
1716,S/E CIRUELITO,SE010,SE010R0013,10,COOPERATIVA DE CONSUMO DE ENERGÍA ELÉCTRICA CHILLÁN LTDA.,Sí,Sí,Sí
1717,S/E LOS TAMBORES,SE037,SE037T0003,37,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
1718,S/E CENTRAL PUNTA PALMERAS,SE001,SE001G0144,1,PUNTA PALMERAS S.A.,No,No,No
1720,S/E CENTRAL PARQUE EOLICO TALTAL,SE012,SE012G0292,12,ENEL GREEN POWER CHILE S.A.,No,No,No
1723,S/E CENTRAL LALACKAMA,SE013,SE013G0292,13,ENEL GREEN POWER CHILE S.A.,No,No,No
1724,TAP OFF CHAÑARES,SE014,SE014G0292,14,ENEL GREEN POWER CHILE S.A.,No,No,No
1725,S/E CENTRAL CHAÑARES,SE015,SE015G0292,15,ENEL GREEN POWER CHILE S.A.,No,No,No
1726,S/E CENTRAL LOS HIERROS II,SE001,SE001G0145,1,EMPRESA ELÉCTRICA PORTEZUELO SPA,Sí,Sí,Sí
1728,S/E ALTO BONITO,SE073,SE073T0003,73,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
1731,S/E GORBEA,SE255,SE255T0058,255,CGE TRANSMISIÓN S.A.,No,No,No
1735,S/E CENTRAL PV SALVADOR,SE002,SE002G0141,2,PV SALVADOR S.A.,No,No,No
1736,S/E CENTRAL PULELFU,SE001,SE001G0148,1,EMPRESA ELÉCTRICA LA LEONERA S.A.,No,No,No
1737,TAP OFF COYANCO,SE257,SE257T0058,257,CGE TRANSMISIÓN S.A.,No,No,No
1739,TAP OFF TALTAL,SE065,SE065T0002,65,TRANSELEC S.A.,Sí,Sí,Sí
1740,S/E CENTRAL PICOIQUEN,SE001,SE001G0150,1,HIDROANGOL SPA,Sí,Sí,Sí
1741,S/E CHICUREO,SE115,SE115T0835,115,SOCIEDAD TRANSMISORA METROPOLITANA S.A.,No,No,No
1742,S/E CENTRAL JAVIERA,SE001,SE001G0168,1,JAVIERA SPA,No,No,No
1743,S/E CENTRAL LOS GUINDOS,SE001,SE001G0149,1,LOS GUINDOS GENERACIÓN SPA,Sí,Sí,Sí
1744,S/E CENTRAL LUZ DEL NORTE,SE001,SE001G0171,1,PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA,No,No,No
1745,S/E MOVIL N°2,SE013,SE013L0077,13,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
1746,S/E SECCIONADORA LO AGUIRRE,SE102,SE102T0002,102,TRANSELEC S.A.,No,No,No
1747,S/E CENTRAL LLAUQUEREO,SE001,SE001G0147,1,HIDROELÉCTRICA LLEUQUEREO S.A.,No,No,No
1748,S/E CENTRAL CAREN BAJO,SE001,SE001G0177,1,EMPRESA ELÉCTRICA CARÉN S.A.,No,No,No
1749,S/E MELIPEUCO,SE001,SE001T0062,1,TRANSMISORA MELIPEUCO S.A.,No,No,No
1750,S/E TAP OFF RIO TOLTEN,SE002,SE002T0062,2,TRANSMISORA MELIPEUCO S.A.,No,No,No
1751,S/E NUEVA NIVEL 17,SE017,SE017L0077,17,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
1752,S/E NUEVA NIVEL 11,SE018,SE018L0077,18,CODELCO CHILE - DIVISIÓN ANDINA,No,No,No
1753,S/E CENTRAL EL PASO,SE001,SE001G0179,1,HIDROELÉCTRICA EL PASO SPA,No,No,No
1754,S/E TAP OFF SANTA CLARA,SE111,SE111G0019,111,ELÉCTRICA PUNTILLA S.A.,No,No,No
1755,S/E CENTRAL ITATA,SE005,SE005G0019,5,ELÉCTRICA PUNTILLA S.A.,Sí,Sí,Sí
1756,S/E PICHIL,SE038,SE038T0003,38,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
1757,S/E PEÑABLANCA,SE058,SE058T0057,58,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
1758,S/E CACHIYUYAL,SE004,SE004G0975,4,ARCADIA GENERACIÓN SOLAR S.A.,No,No,No
1759,S/E CENTRAL PAMPA NORTE,SE006,SE006G0975,6,ARCADIA GENERACIÓN SOLAR S.A.,No,No,No
1761,S/E COPIHUES,SE039,SE039T0003,39,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
1762,S/E MINERA DAYTON,SE034,SE034T0058,34,CGE TRANSMISIÓN S.A.,No,No,No
1763,S/E SEWELL,SE006,SE006L0020,6,CODELCO CHILE - DIVISIÓN EL TENIENTE,No,No,No
1764,S/E GALLEGUILLOS,SE260,SE260T0058,260,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
1765,S/E COPAYAPU,SE261,SE261T0058,261,CGE TRANSMISIÓN S.A.,Sí,Sí,Sí
