ID,Nombre,Código,Nemotécnico,Número,Propietario,Tiene SCADA,Tiene Equipos Com,Tiene Pararrayos
2346,S/E LOS VILLARES,SE005,SE005T0051,5,BESALCO TRANSMISIÓN SPA,No,No,No
2347,S/E MONTENEGRO,SE052,SE052T0003,52,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2348,S/E CORRUGADO,SE015,SE015L0022,15,ANGLO AMERICAN LOS BRONCES,Sí,Sí,Sí
2349,S/E CHANCADO,SE016,SE016L0022,16,ANGLO AMERICAN LOS BRONCES,Sí,Sí,Sí
2350,S/E BAJOS DE MENA,SE004,SE004T0055,4,TRANSMISORA ELÉCTRICA CORDILLERA SPA,Sí,Sí,Sí
2351,S/E LOS NOTROS,SE189,SE189T0002,189,TRANSELEC S.A.,No,No,No
2352,S/E IBERELENA,SE001,SE001G0732,1,SOLAR ELENA SPA,Sí,Sí,Sí
2353,S/E SAN VICTOR (SM),SE001,SE001G0733,1,EMPRESA ELÉCTRICA SAN VÍCTOR SPA,No,No,No
2354,S/E CENTRAL HP SAN VICTOR (SM),SE002,SE002G0733,2,EMPRESA ELÉCTRICA SAN VÍCTOR SPA,No,No,No
2355,S/E TAP OFF SAN VICTOR (SM),SE003,SE003G0733,3,EMPRESA ELÉCTRICA SAN VÍCTOR SPA,No,No,No
2356,S/E BELLA MONICA,SE194,SE194G0292,194,ENEL GREEN POWER CHILE S.A.,Sí,Sí,Sí
2357,S/E FUENTECILLA,SE053,SE053T0003,53,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,Sí,Sí,Sí
2358,S/E MESETA DE LOS ANDES,SE001,SE001G0753,1,TERCERA REGIÓN SOLAR SPA,No,Sí,Sí
2359,S/E CENTRAL COLBUN,SE041,SE041G0004,41,COLBÚN S.A.,No,No,No
2360,S/E CGE1 MOVIL,SE292,SE292T0058,292,CGE TRANSMISIÓN S.A.,No,No,Sí
2361,S/E CGE2 MOVIL,SE293,SE293T0058,293,CGE TRANSMISIÓN S.A.,No,No,Sí
2362,S/E PUQUILLAY,SE054,SE054T0003,54,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2363,S/E SANTA CRUZ,SE055,SE055T0003,55,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2368,S/E SANTA ESTER SOLAR,SE001,SE001G0741,1,SANTA ESTER SOLAR SPA,No,No,No
2369,S/E COLORADO CHICO,SE169,SE169L0120,169,MINERA ESCONDIDA LTDA.,No,No,No
2371,S/E LAS SALINAS,SE195,SE195G0292,195,ENEL GREEN POWER CHILE S.A.,Sí,Sí,Sí
2372,S/E MOVIL QUINTA REGION,SE062,SE062T0057,62,CHILQUINTA TRANSMISIÓN S.A.,Sí,Sí,Sí
2373,S/E TAP OFF PIEDRAS NEGRAS,SE001,SE001G0516,1,HIDROELÉCTRICA PIEDRAS NEGRAS SPA,No,No,No
2374,S/E CENTRAL HP PIEDRAS NEGRAS,SE002,SE002G0516,2,HIDROELÉCTRICA PIEDRAS NEGRAS SPA,No,No,No
2375,S/E LA PUNA,SE065,SE065G0010,65,AES ANDES S.A.,No,No,No
2376,S/E DAMASCAL,SE002,SE002T0664,2,TRANSQUINTA S.A.,No,No,No
2377,S/E RONCACHO,SE006,SE006T0027,6,EDELNOR TRANSMISIÓN S.A.,Sí,Sí,Sí
2378,S/E IBERATACAMA,SE001,SE001G0098,1,PARQUE EÓLICO ATACAMA SPA,Sí,Sí,Sí
2379,S/E PATAGUILLA,SE001,SE001G0518,1,PATAGUILLA SOLAR SPA,No,No,No
2380,S/E ESTANCILLA,SE063,SE063T0057,63,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
2381,S/E CEME 1,SE001,SE001G0517,1,CEME 1 SPA,Sí,Sí,Sí
2382,S/E JADRESIC,SE190,SE190T0832,190,TRANSMISORA PARINAS S.A.,No,No,No
2383,S/E CODEGUA,SE038,SE038T0061,38,ALFA TRANSMISORA DE ENERGÍA S.A.,Sí,Sí,Sí
2384,S/E HUERTOS FAMILIARES,SE196,SE196G0292,196,ENEL GREEN POWER CHILE S.A.,Sí,Sí,Sí
2385,S/E CARDONAL,SE001,SE001G0348,1,STATKRAFT EOLICO S.A.,No,No,No
2388,S/E AGUA AMARGA,SE003,SE003T0664,3,TRANSQUINTA S.A.,Sí,Sí,Sí
2392,S/E QUELVO,SE001,SE001G0378,1,PARQUE SOLAR QUILMO SPA,No,No,No
2395,S/E LA SEÑORAZA,SE107,SE107T0031,107,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,Sí,Sí,Sí
2397,S/E SOLIS,SE001,SE001T0851,1,GR SOLIS TRANSMISIÓN SPA,Sí,Sí,Sí
2411,S/E DOÑA ANTONIA,SE001,SE001G0362,1,DOÑA ANTONIA SOLAR SPA,Sí,Sí,Sí
2412,S/E CENTELLA,SE001,SE001T0711,1,CENTELLA TRANSMISIÓN S.A.,No,No,No
2414,S/E TAIRA,SE001,SE001G0365,1,PLANTA SOLAR TOCOPILLA SPA,Sí,Sí,Sí
2418,S/E LA CABAÑA,SE197,SE197G0292,197,ENEL GREEN POWER CHILE S.A.,No,No,No
2427,S/E SECCIONADORA CANCURA,SE002,SE002G1039,2,PE CANCURA SPA,Sí,Sí,Sí
2430,S/E HORIZONTE NORTE,SE042,SE042G0004,42,COLBÚN S.A.,Sí,Sí,Sí
2431,S/E HORIZONTE SUR,SE043,SE043G0004,43,COLBÚN S.A.,No,No,No
2433,S/E LAS CANTERAS,SE001,SE001T0487,1,EDGECONNEX CHILE V SPA,No,No,No
2434,S/E PUNTA DE TALCA,SE001,SE001G0823,1,PARQUE EÓLICO PUNTA DE TALCA SPA,Sí,Sí,Sí
2435,S/E MINERA DOS AMIGOS,SE194,SE194T0002,194,TRANSELEC S.A.,No,No,Sí
2437,S/E LIQCAU,SE001,SE001T0027,1,EDELNOR TRANSMISIÓN S.A.,No,No,No
2438,S/E TAMARICO,SE001,SE001G0859,1,TAMARICO SOLAR DOS SPA,No,No,No
2439,S/E VERBENAS,SE002,SE002G0859,2,TAMARICO SOLAR DOS SPA,No,No,No
2447,S/E LAS DICHAS,SE002,SE002T0707,2,CASABLANCA TRANSMISORA DE ENERGÍA S.A.,No,No,No
2449,S/E SANTO DOMINGO,SE001,SE001G0868,1,PARQUE SOLAR LEYDA SPA,No,No,No
2450,S/E TAMANGO,SE001,SE001G0897,1,GR LIUN SPA,No,No,No
2453,S/E RUCASOL,SE001,SE001G0849,1,RUCASOL SPA,No,No,No
2456,S/E KALLPA,SE191,SE191G0216,191,ENGIE ENERGÍA CHILE S.A.,No,No,No
2457,S/E MOVIL ESCONDIDA  1,SE170,SE170L0120,170,MINERA ESCONDIDA LTDA.,No,No,No
2458,S/E MONTE MINA,SE191,SE191T0832,191,TRANSMISORA PARINAS S.A.,No,No,No
2468,S/E TAP OFF PACHACAMA (CHILQUINTA),SE064,SE064T0057,64,CHILQUINTA TRANSMISIÓN S.A.,No,No,No
2469,S/E LA ESPERANZA (TRANSELEC),SE195,SE195T0002,195,TRANSELEC S.A.,No,No,No
2470,S/E SUBESTACION MOVIL 1,SE196,SE196T0002,196,TRANSELEC S.A.,No,No,No
2472,S/E EL RUIL,SE001,SE001T0829,1,NIRIVILO TRANSMISORA DE ENERGÍA S.A.,No,No,No
2473,S/E DON HUMBERTO,SE198,SE198G0292,198,ENEL GREEN POWER CHILE S.A.,Sí,Sí,Sí
2474,S/E LOS POETAS,SE005,SE005T0048,5,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,No,No,No
2475,TAP OFF SAN CLEMENTE,SE294,SE294T0058,294,CGE TRANSMISIÓN S.A.,No,No,No
2476,S/E DESIERTO DE ATACAMA,SE001,SE001G0829,1,COPIAPÓ SOLAR SPA,No,No,No
2477,S/E EPULEUFU,SE108,SE108T0031,108,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,No,No,No
2479,S/E TEHUELCHE (SM),SE009,SE009G0913,9,EMPRESA ELÉCTRICA DE AYSÉN S.A.,No,No,No
2483,S/E ESPIGA DE ORO,SE001,SE001R0663,1,ENERBLAN SPA,Sí,Sí,Sí
2484,S/E VELADERO,SE004,SE004L0101,4,COMPAÑÍA MINERA NEVADA SPA,No,No,No
2491,S/E IBERTALTAL,SE001,SE001G0990,1,PARQUE EÓLICO ANTOFAGASTA SPA,Sí,Sí,Sí
2492,S/E TAP OFF EFE ESCUADRON (CGE),SE296,SE296T0058,296,CGE TRANSMISIÓN S.A.,No,No,No
2497,SE TAP OFF LAS NIEVES,SE001,SE001G0854,1,HIDROELÉCTRICA LAS NIEVES SPA,No,No,Sí
2498,S/E CENTRAL LAS NIEVES,SE002,SE002G0854,2,HIDROELÉCTRICA LAS NIEVES SPA,Sí,No,Sí
2507,S/E CENTRAL LLAGUEPE (SM),SE004,SE004G0018,4,SAGESA S.A.,No,No,No
2508,S/E CENTRAL COCHAMO (SM),SE006,SE006G0018,6,SAGESA S.A.,No,No,No
2509,S/E VICTOR JARA,SE001,SE001T0837,1,GR CHAÑAR SPA,No,No,No
2510,S/E CENTRAL DON EUGENIO,SE001,SE001G1004,1,HIDROELECTRICA DON EUGENIO SPA,Sí,Sí,Sí
2511,S/E DON EUGENIO,SE002,SE002G1004,2,HIDROELECTRICA DON EUGENIO SPA,Sí,Sí,Sí
2512,S/E TRINIDAD,SE075,SE075T0003,75,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,No,No,No
2516,S/E CENTRAL FEO,SE008,SE008G0476,8,HIDROENERSUR SPA,No,No,No
2559,S/E TAP OFF EST.401,SE002,SE002G0088,2,BIOENERGÍAS FORESTALES SPA,No,No,No
